OUTID,Birth,SEXTYPENAME,REGNAME,AREANAME,TERNAME,REGTYPENAME,TerTypeName,ClassProfileNAME,ClassLangName,EONAME,EOTYPENAME,EORegName,EOAreaName,EOTerName,EOParent,UkrTest,UkrTestStatus,UkrBall100,UkrBall12,UkrBall,UkrAdaptScale,UkrPTName,UkrPTRegName,UkrPTAreaName,UkrPTTerName,histTest,HistLang,histTestStatus,histBall100,histBall12,histBall,histPTName,histPTRegName,histPTAreaName,histPTTerName,mathTest,mathLang,mathTestStatus,mathBall100,mathBall12,mathBall,mathPTName,mathPTRegName,mathPTAreaName,mathPTTerName,physTest,physLang,physTestStatus,physBall100,physBall12,physBall,physPTName,physPTRegName,physPTAreaName,physPTTerName,chemTest,chemLang,chemTestStatus,chemBall100,chemBall12,chemBall,chemPTName,chemPTRegName,chemPTAreaName,chemPTTerName,bioTest,bioLang,bioTestStatus,bioBall100,bioBall12,bioBall,bioPTName,bioPTRegName,bioPTAreaName,bioPTTerName,geoTest,geoLang,geoTestStatus,geoBall100,geoBall12,geoBall,geoPTName,geoPTRegName,geoPTAreaName,geoPTTerName,engTest,engTestStatus,engBall100,engBall12,engDPALevel,engBall,engPTName,engPTRegName,engPTAreaName,engPTTerName,fraTest,fraTestStatus,fraBall100,fraBall12,fraDPALevel,fraBall,fraPTName,fraPTRegName,fraPTAreaName,fraPTTerName,deuTest,deuTestStatus,deuBall100,deuBall12,deuDPALevel,deuBall,deuPTName,deuPTRegName,deuPTAreaName,deuPTTerName,spaTest,spaTestStatus,spaBall100,spaBall12,spaDPALevel,spaBall,spaPTName,spaPTRegName,spaPTAreaName,spaPTTerName
9b8df788-8a65-4b33-bd9a-753bf8763cd8,2001,чоловіча,Закарпатська область,Рахівський район,м.Рахів,Випускник закладу загальної середньої освіти 2019 року,місто,Універсальний,українська,Рахівська загальноосвітня школа І-ІІІ ступенів №1 Рахівської районної ради Закарпатської області,середня загальноосвітня школа,Закарпатська область,Рахівський район,м.Рахів,"Відділ освіти, молоді та спорту Рахівської районної державної адміністрації",Українська мова і література,Не подолав поріг,0.0,3.0,20.0,0,Рахівська загальноосвітня школа І-ІІІ ступенів №2 Рахівської районної ради Закарпатської області,Закарпатська область,Рахівський район,м.Рахів,Історія України,українська,Зараховано,110.0,5.0,31.0,Рахівська загальноосвітня школа І-ІІІ ступенів №1 Рахівської районної ради Закарпатської області,Закарпатська область,Рахівський район,м.Рахів,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Не з’явився,,,,Рахівська загальноосвітня школа І-ІІІ ступенів №2 Рахівської районної ради Закарпатської області,Закарпатська область,Рахівський район,м.Рахів,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6736d08-8cf4-4840-941b-8c49829bff02,2002,чоловіча,Вінницька область,Шаргородський район,с.Пеньківка,Випускник закладу загальної середньої освіти 2019 року,село,Універсальний,українська,Пеньківська середня загальноосвітня школа I-III ступенів Шаргородського району Вінницької області,середня загальноосвітня школа,Вінницька область,Шаргородський район,с.Пеньківка,Відділ освіти Шаргородської районної державної адміністрації,Українська мова і література,Зараховано,141.0,6.0,47.0,0,Шаргородська районна гімназія,Вінницька область,Шаргородський район,м.Шаргород,Історія України,українська,Зараховано,135.0,6.0,40.0,Шаргородська районна гімназія,Вінницька область,Шаргородський район,м.Шаргород,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Не подолав поріг,0.0,2.0,стандарт(академічний),16.0,Загальноосвітня школа I-III ступенів №4 комунальної власності територіальної громади м.Жмеринки Вінницької області,Вінницька область,м.Жмеринка,м.Жмеринка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace137ad-b327-4302-9ffe-9fa747bb569f,2001,жіноча,Одеська область,м.Одеса,Приморський район міста,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,"Юридичний коледж Національного університету ""Одеська юридична академія""",заклад вищої освіти,Одеська область,м.Одеса. Приморський район міста,Приморський район міста,Департамент освіти і науки Одеської обласної державної адміністрації,Українська мова і література,Зараховано,115.0,6.0,31.0,0,Одеська загальноосвітня школа № 14 I-III ступенів Одеської міської ради Одеської області,Одеська область,м.Одеса. Суворовський район міста,Суворовський район міста,Історія України,українська,Зараховано,105.0,9.0,29.0,Національний університет «Одеська юридична академія» (Академічна 7),Одеська область,м.Одеса. Приморський район міста,Приморський район міста,Математика,українська,Зараховано,110.0,,14.0,"ДНЗ ""Одеський центр професійно-технічної освіти""",Одеська область,м.Одеса. Суворовський район міста,Суворовський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210062f8-831e-4562-a1ee-b3ef8ed8f37b,2001,чоловіча,Чернівецька область,Заставнівський район,с.Дорошівці,Випускник закладу загальної середньої освіти 2019 року,село,Правовий,українська,Дорошовецький навчально-виховний комплекс Заставнівського району Чернівецької області,навчально-виховний комплекс,Чернівецька область,Заставнівський район,с.Дорошівці,"Відділ освіти, молоді та спорту Заставнівської районної державної адміністрації",Українська мова і література,Зараховано,148.0,7.0,52.0,0,Заставнівська загальноосвітня школа І-ІІІ ступенів Заставнівського району Чернівецької області,Чернівецька область,Заставнівський район,м.Заставна,Історія України,українська,Зараховано,143.0,6.0,43.0,Заставнівська гімназія Заставнівського району Чернівецької області,Чернівецька область,Заставнівський район,м.Заставна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,161.0,8.0,58.0,Чернівецька спеціалізована школа І-ІІІ ступенів №22 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aab5fc14-9b1c-4204-b527-2a6f7050b86e,1998,чоловіча,Дніпропетровська область,м.Дніпро,Індустріальний район міста,Випускник минулих років,місто,,,,,,,,,Українська мова і література,Зараховано,141.0,,47.0,0,"Державний професійно-технічний навчальний заклад ""Дніпровське вище професійне училище будівництва""",Дніпропетровська область,м.Дніпро. Індустріальний район міста,Індустріальний район міста,Історія України,українська,Зараховано,132.0,,39.0,Дніпровський технікум зварювання та електроніки імені Є.О.Патона,Дніпропетровська область,м.Дніпро. Соборний район міста,Соборний район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Не з’явився,,,,,"Комунальний заклад освіти ""Середня загальноосвітня школа № 78"" Дніпровської міської ради",Дніпропетровська область,м.Дніпро. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0de26d18-861c-402b-b2f6-803ec09fe32d,2002,чоловіча,Харківська область,Близнюківський район,с.Добровілля,Випускник закладу загальної середньої освіти 2019 року,село,Універсальний,українська,Добровільська загальноосвітня школа I-III ступенів Близнюківської районної ради Харківської області,середня загальноосвітня школа,Харківська область,Близнюківський район,с.Добровілля,"Відділ освіти, молоді та спорту Близнюківської районної державної адміністрації Харківської області",Українська мова і література,Зараховано,115.0,4.0,31.0,0,"Лозівський навчально-виховний комплекс ""загальноосвітній навчальний заклад-ліцей"" №4 Лозівської міської ради Харківської області",Харківська область,м.Лозова,м.Лозова,Історія України,українська,Зараховано,105.0,4.0,29.0,"Лозівський навчально-виховний комплекс ""загальноосвітній навчальний заклад-ліцей"" №4 Лозівської міської ради Харківської області",Харківська область,м.Лозова,м.Лозова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Не подолав поріг,0.0,4.0,21.0,Харківська державна академія фізичної культури,Харківська область,м.Харків. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1dcab2ec-17cc-4b78-a247-198d67d86470,2002,чоловіча,Львівська область,м.Львів,Сихівський район міста,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,"Відокремлений структурний підрозділ Технологічний коледж Національного університету ""Львівська політехніка""",заклад вищої освіти,Львівська область,м.Львів. Сихівський район міста,Сихівський район міста,Міністерство освіти і науки України,Українська мова і література,Зараховано,126.0,5.0,37.0,0,Ліцей №75 імені Лесі Українки Львівської міської ради,Львівська область,м.Львів. Залізничний район міста,Залізничний район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b92aedff-cce7-4cf9-9735-afc15db1830c,2002,жіноча,м.Київ,м.Київ,Голосіївський район міста,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,"Державний вищий навчальний заклад ""Київський транспортно-економічний коледж"" Національного транспортного університету",заклад вищої освіти,м.Київ,м.Київ. Голосіївський район міста,Голосіївський район міста,Міністерство освіти і науки України,Українська мова і література,Зараховано,122.0,7.0,35.0,0,Спеціалізована школа І-ІІІ ступенів з поглибленим вивченням англійської та італійської мов № 130 імені Данте Аліг'єрі міста Києва,м.Київ,м.Київ. Голосіївський район міста,Голосіївський район міста,,,,,,,,,,,Математика,українська,Не подолав поріг,0.0,3.0,8.0,Школа І-ІІІ ступенів №286 міста Києва,м.Київ,м.Київ. Голосіївський район міста,Голосіївський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ad93d0f-2462-4704-a516-73b2f9df81fa,2001,жіноча,Одеська область,Ренійський район,м.Рені,Випускник закладу загальної середньої освіти 2019 року,місто,Універсальний,російська,Ренійська загальноосвітня I-III ступенів школа №1 Ренійської районної ради Одеської області,середня загальноосвітня школа,Одеська область,Ренійський район,м.Рені,"Відділ освіти, молоді та спорту Ренійської районної державної адміністрації",Українська мова і література,Зараховано,119.0,5.0,33.0,0,загальноосвітня школа №9 І – ІІІ ступенів міста Ізмаїл Одеської області,Одеська область,м.Ізмаїл,м.Ізмаїл,Історія України,українська,Зараховано,124.0,6.0,36.0,Загальноосвітня школа №10 I-III ступенів міста Ізмаїл Одеської області,Одеська область,м.Ізмаїл,м.Ізмаїл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,119.0,5.0,31.0,Загальноосвітня школа № 4 I-III ступенів міста Ізмаїл Одеської області,Одеська область,м.Ізмаїл,м.Ізмаїл,Географія,українська,Не з’явився,,,,Загальноосвітня школа № 4 I-III ступенів міста Ізмаїл Одеської області,Одеська область,м.Ізмаїл,м.Ізмаїл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9658473-040b-4d5e-b1ed-1ec1666f9628,2001,чоловіча,м.Київ,м.Київ,Шевченківський район міста,Учень (слухач) закладу професійної (професійно-технічної) освіти,місто,Кваліфікований робітник,українська,"Державний навчальний заклад "" Київський професійний коледж з посиленою військовою та фізичною підготовкою""",вище професійне училище,м.Київ,м.Київ. Шевченківський район міста,Шевченківський район міста,Міністерство освіти і науки України,Українська мова і література,Зараховано,119.0,4.0,33.0,0,Спеціалізована школа І-ІІІ ступенів №24 ім. О.Білаша з поглибленим вивченням іноземних мов,м.Київ,м.Київ. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,Математика,українська,Не подолав поріг,0.0,2.0,4.0,Школа І-ІІІ ступенів №175 ім.В Марченка Шевченківського району м.Києва,м.Київ,м.Київ. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8ac5982-81e9-4bdb-ab9e-5e7cc7f6da2a,2002,жіноча,Львівська область,м.Львів,Франківський район міста,Учень (слухач) закладу професійної (професійно-технічної) освіти,місто,Кваліфікований робітник,українська,Львівський професійний коледж готельно-туристичного та ресторанного сервісу,коледж,Львівська область,м.Львів. Франківський район міста,Франківський район міста,Департамент освіти і науки Львівської обласної державної адміністрації,Українська мова і література,Зараховано,141.0,7.0,47.0,0,"Державний навчальний заклад ""Львівське вище професійне політехнічне училище""",Львівська область,м.Львів. Сихівський район міста,Сихівський район міста,Історія України,українська,Не подолав поріг,0.0,9.0,26.0,Середня загальноосвітня школа І-ІІІ ступенів №29 м. Львова,Львівська область,м.Львів,м.Винники,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6103da49-d8bb-4d7b-857e-ff165b167f80,2002,чоловіча,Дніпропетровська область,м.Дніпро,Соборний район міста,Випускник закладу загальної середньої освіти 2019 року,місто,Біолого-хімічний,українська,"Комунальний заклад освіти ""Дніпропетровський обласний медичний ліцей-інтернат ""Дніпро""",ліцей,Дніпропетровська область,м.Дніпро. Соборний район міста,Соборний район міста,Департамент освіти і науки Дніпропетровської облдержадміністрації,Українська мова і література,Зараховано,166.0,8.0,68.0,0,"Комунальний заклад освіти ""Спеціалізована школа № 13"" Дніпровської міської ради",Дніпропетровська область,м.Дніпро. Центральний район міста,Центральний район міста,,,,,,,,,,,Математика,українська,Зараховано,155.0,8.0,32.0,"Вищий навчальний заклад ""Університет імені Альфреда Нобеля"" (корпус 1А)",Дніпропетровська область,м.Дніпро. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,Хімія,українська,Зараховано,173.0,,60.0,Національна металургійна академія України (корпус 3),Дніпропетровська область,м.Дніпро. Соборний район міста,Соборний район міста,Біологія,українська,Зараховано,178.0,10.0,60.0,"Вищий навчальний заклад ""Університет імені Альфреда Нобеля"" (корпус 1А)",Дніпропетровська область,м.Дніпро. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e92171b6-1784-4a30-8c75-8098573583d5,2002,чоловіча,Херсонська область,Верхньорогачицький район,смт Верхній Рогачик,Випускник закладу загальної середньої освіти 2019 року,місто,Технологічний,українська,Верхньорогачицька опорна загальноосвітня школа І-ІІІ ступенів Верхньорогачицької районної ради Херсонської області,середня загальноосвітня школа,Херсонська область,Верхньорогачицький район,смт Верхній Рогачик,Відділ освіти Верхньорогачицької райдержадміністрації,Українська мова і література,Зараховано,135.0,5.0,43.0,0,Каховська загальноосвітня школа I-III ступенів № 5 Каховської міської ради Херсонської області,Херсонська область,м.Каховка,м.Каховка,Історія України,українська,Зараховано,140.0,8.0,42.0,Каховська загальноосвітня школа I-III ступенів № 5 Каховської міської ради Херсонської області,Херсонська область,м.Каховка,м.Каховка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,144.0,7.0,40.0,Каховська загальноосвітня школа I-III ступенів № 3 Каховської міської ради Херсонської області,Херсонська область,м.Каховка,м.Каховка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f038cb94-96b5-4b5e-8de1-b51c95451971,1998,чоловіча,Луганська область,Біловодський район,смт Біловодськ,Учень (слухач) закладу професійної (професійно-технічної) освіти,місто,Кваліфікований робітник,українська,Біловодський професійний аграрний ліцей Луганської області,професійний ліцей відповідного профілю,Луганська область,Біловодський район,смт Біловодськ,Департамент освіти і науки Луганської обласної державної адміністрації,Українська мова і література,Зараховано,102.0,3.0,24.0,0,Біловодська гімназія,Луганська область,Біловодський район,смт Біловодськ,Історія України,українська,Зараховано,124.0,4.0,36.0,Старобільська загальноосвітня школа ІІ-ІІІ ступенів № 2 Старобільської районної ради Луганської області,Луганська область,Старобільський район,м.Старобільськ,Математика,українська,Зараховано,110.0,,14.0,Старобільська спеціалізована загальноосвітня школа І-ІІІ ступенів № 3 Старобільської районної ради Луганської області,Луганська область,Старобільський район,м.Старобільськ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a59bff50-a6e4-4e3b-8ec6-be87c029ca97,2000,чоловіча,Вінницька область,Калинівський район,с.Гущинці,Учень (слухач) закладу професійної (професійно-технічної) освіти,село,Кваліфікований робітник,українська,"Державний навчальний заклад ""Гущинецьке вище професійне училище""",вище професійне училище,Вінницька область,Калинівський район,с.Гущинці,Департамент освіти і науки Вінницької обласної державної адміністрації,Українська мова і література,Не подолав поріг,0.0,3.0,19.0,0,Загальноосвітня школа І-ІІІ ступенів №1 м.Калинівка Вінницька область,Вінницька область,Калинівський район,м.Калинівка,Історія України,українська,Зараховано,100.0,6.0,27.0,"Комунальний заклад ""Навчально-виховний комплекс І-ІІІ ступенів ""ліцей-школа"" Козятинської міської ради Вінницької області""",Вінницька область,м.Козятин,м.Козятин,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146d8e83-5164-42bc-90e9-6b9dd6e614eb,2002,чоловіча,Тернопільська область,Тернопільська область,м.Тернопіль,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,"Коледж економіки, права та інформаційних технологій Тернопільського національного економічного університету",заклад вищої освіти,Тернопільська область,м.Тернопіль,м.Тернопіль,Міністерство освіти і науки України,Українська мова і література,Зараховано,120.0,5.0,34.0,0,"Тернопільський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-економічний ліцей № 9 імені Іванни Блажкевич"" Тернопільської міської ради Тернопільської області",Тернопільська область,м.Тернопіль,м.Тернопіль,Історія України,українська,Зараховано,115.0,7.0,33.0,Тернопільська загальноосвітня школа І-ІІІ ступенів № 27 ім. Віктора Гурняка Тернопільської міської ради Тернопільської області,Тернопільська область,м.Тернопіль,м.Тернопіль,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69389fea-aa65-4e68-92fc-cbb441302ccd,2002,чоловіча,Івано-Франківська область,Івано-Франківська область,м.Івано-Франківськ,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,Івано-Франківський фінансово-комерційний кооперативний коледж імені С.Граната,заклад вищої освіти,Івано-Франківська область,м.Івано-Франківськ,м.Івано-Франківськ,Укоопспілка,Українська мова і література,Зараховано,134.0,5.0,42.0,0,Івано-Франківський академічний ліцей-інтернат Івано-Франківської обласної ради,Івано-Франківська область,м.Івано-Франківськ,с.Микитинці,Історія України,українська,Не подолав поріг,0.0,8.0,23.0,Івано-Франківський професійний політехнічний ліцей,Івано-Франківська область,м.Івано-Франківськ,м.Івано-Франківськ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f5724a4-61ec-447a-9acd-7ba9bca968f3,2002,чоловіча,Львівська область,Бродівський район,м.Броди,Випускник закладу загальної середньої освіти 2019 року,місто,Історичний,українська,Бродівська гімназія імені Івана Труша Бродівської районної ради Львівської області,гімназія,Львівська область,Бродівський район,м.Броди,Відділ освіти Бродівської районної державної адміністрації,Українська мова і література,Зараховано,176.0,9.0,77.0,0,"Опорний заклад ""Бродівська загальноосвітня школа І-ІІІ ступенів №4"" Бродівської районної ради Львівської області",Львівська область,Бродівський район,м.Броди,Історія України,українська,Зараховано,175.0,10.0,65.0,Бродівська спеціалізована загальноосвітня школа І-ІІІ ступенів №2 з вивченням англійської мови з 1 класу Бродівської районної ради Львівської області,Львівська область,Бродівський район,м.Броди,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,146.0,8.0,стандарт(академічний),42.0,Середня загальноосвітня школа №100,Львівська область,м.Львів. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
094bb9be-7c6a-4cb1-840c-e861323436c5,2002,чоловіча,м.Київ,м.Київ,Печерський район міста,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,Коледж ресторанного господарства Національного університету харчових технологій,заклад вищої освіти,м.Київ,м.Київ. Печерський район міста,Печерський район міста,Міністерство освіти і науки України,Українська мова і література,Зараховано,117.0,6.0,32.0,0,Печерська гімназія №75,м.Київ,м.Київ. Печерський район міста,Печерський район міста,,,,,,,,,,,Математика,українська,Зараховано,159.0,8.0,34.0,"Державний вищий навчальний заклад ""Київський коледж легкої промисловості""",м.Київ,м.Київ. Печерський район міста,Печерський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb743942-d662-4033-942b-8839be416fed,1999,чоловіча,Хмельницька область,Хмельницька область,м.Хмельницький,Випускник минулих років,місто,,,,,,,,,Українська мова і література,Не подолав поріг,0.0,,22.0,0,Спеціалізована загальноосвітня школа I-III ступенів №12 м. Хмельницького,Хмельницька область,м.Хмельницький,м.Хмельницький,Історія України,українська,Не з’явився,,,,Спеціалізована загальноосвітня школа I-III ступенів №12 м. Хмельницького,Хмельницька область,м.Хмельницький,м.Хмельницький,Математика,українська,Зараховано,119.0,,17.0,"ДНЗ ""Вище професійне училище №11 м.Хмельницького""",Хмельницька область,м.Хмельницький,м.Хмельницький,Фізика,українська,Зараховано,108.0,,15.0,Хмельницький національний університет,Хмельницька область,м.Хмельницький,м.Хмельницький,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8fc2f50a-bb5e-4f5c-ad24-908339d976f2,2001,жіноча,м.Київ,м.Київ,Дніпровський район міста,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,Університетський коледж Київського університету імені Бориса Грінченка,заклад вищої освіти,м.Київ,м.Київ. Дніпровський район міста,Дніпровський район міста,Департамент освіти і науки виконавчого органу Київської міської ради (Київської міської державної адміністрації),Українська мова і література,Зараховано,162.0,8.0,64.0,0,Спеціалізована школа І-ІІІ ступенів №65 м. Києва з поглибленим вивченням іноземних мов,м.Київ,м.Київ. Дніпровський район міста,Дніпровський район міста,Історія України,українська,Зараховано,143.0,7.0,43.0,Спеціалізована школа І-ІІІ ступенів №31 м. Києва з поглибленим вивченням предметів природничо-математичного циклу,м.Київ,м.Київ. Дніпровський район міста,Дніпровський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c0d130d-11bf-4f9c-a60c-3f2a86c578ee,2002,жіноча,Івано-Франківська область,Косівський район,с.Великий Рожин,Випускник закладу загальної середньої освіти 2019 року,село,Універсальний,українська,"Великорожинський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Косівської районної ради Івано-Франківської області",навчально-виховний комплекс,Івано-Франківська область,Косівський район,с.Великий Рожин,Відділ освіти Косівської райдержадміністрації Івано-Франківської області,Українська мова і література,Зараховано,117.0,4.0,32.0,0,"Рожнівський ліцей ""Гуцульщина"" імені Федора Погребенника Рожнівської сільської ради об’єднаної територіальної громади",Івано-Франківська область,Косівський район,с.Рожнів,Історія України,українська,Зараховано,124.0,6.0,36.0,"Рожнівський ліцей ""Гуцульщина"" імені Федора Погребенника Рожнівської сільської ради об’єднаної територіальної громади",Івано-Франківська область,Косівський район,с.Рожнів,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Не подолав поріг,0.0,4.0,25.0,Коломийський ліцей №6 імені Героя України Тараса Сенюка Коломийської міської ради Івано-Франківської областіі,Івано-Франківська область,м.Коломия,м.Коломия,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6aae67f-79f0-4b10-92cb-09624a2046b4,2002,чоловіча,Запорізька область,м.Запоріжжя,Вознесенівський район міста,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,Запорізький електротехнічний коледж Запорізького національного технічного університету,заклад вищої освіти,Запорізька область,м.Запоріжжя. Вознесенівський район міста,Вознесенівський район міста,Міністерство освіти і науки України,Українська мова і література,Зараховано,117.0,5.0,32.0,0,"ДНЗ ""Запорізьке машинобудівне вище професійне училище""",Запорізька область,м.Запоріжжя. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,Математика,українська,Зараховано,140.0,7.0,25.0,Запорізький національний технічний університет (ІІ корпус),Запорізька область,м.Запоріжжя. Олександрівський район міста,Олександрівський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bca451ff-8301-439f-b608-bc860e3409e3,2001,чоловіча,Харківська область,м.Харків,Київський район міста,Випускник закладу загальної середньої освіти 2019 року,місто,Іноземної філології,українська,Харківська загальноосвітня школа I-III ступенів № 37 Харківської міської ради Харківської області,середня загальноосвітня школа,Харківська область,м.Харків. Київський район міста,Київський район міста,Управління освіти адміністрації Київського району Харківської міської ради,Українська мова і література,Зараховано,180.0,10.0,81.0,0,Харківська загальноосвітня школа I-III ступенів № 51 Харківської міської ради Харківської області,Харківська область,м.Харків. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,Математика,російська,Зараховано,194.0,12.0,56.0,Харківський національний автомобільно-дорожній університет,Харківська область,м.Харків. Київський район міста,Київський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,192.0,11.0,стандарт(академічний),66.0,Харківська загальноосвітня школа I-III ступенів № 153 Харківської міської ради Харківської області,Харківська область,м.Харків. Новобаварський район міста,Новобаварський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad73e064-6204-4ca9-a714-1577a3545fd9,2001,чоловіча,м.Київ,м.Київ,Дніпровський район міста,Випускник закладу загальної середньої освіти 2019 року,місто,Біолого-фізичний,українська,Середня загальноосвітня школа І-ІІІ ступенів №201 м. Києва,середня загальноосвітня школа,м.Київ,м.Київ. Дніпровський район міста,Дніпровський район міста,Управління освіти Дніпровської районної в місті Києві державної адміністрації,Українська мова і література,Зараховано,102.0,4.0,24.0,0,Спеціалізована школа І-ІІІ ступенів №125 м.Києва з поглибленим вивченням англійської мови,м.Київ,м.Київ. Дніпровський район міста,Дніпровський район міста,Історія України,українська,Зараховано,105.0,5.0,29.0,Спеціалізована школа І-ІІІ ступенів №31 м. Києва з поглибленим вивченням предметів природничо-математичного циклу,м.Київ,м.Київ. Дніпровський район міста,Дніпровський район міста,Математика,українська,Не подолав поріг,0.0,3.0,9.0,Вище професійне училище № 25 м. Києва,м.Київ,м.Київ. Дніпровський район міста,Дніпровський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
